つきまとい	2016/02/04(木) 午後3時0分	流山市流山一丁目	35.835095	139.899094	31～40歳	男	166～170cm	無	細身、会社員風、サングラス、白色マスク、黒色リュックサック	黒色野球帽、黒色ロングコート、黒色ズボン、黒色革靴	帰宅途中の男子児童が、男につきまとわれたもの。	280
盗撮	2016/06/15(水) 午後5時0分	市川市曽谷五丁目	35.747798	139.928577	31～40歳	男	166～170cm	無	小太り、パーマ長さ普通、眼鏡使用、フレンチブルドック犬散歩中	キャップ帽、白黒ボーダー柄のシャツ、色不明７分丈ズボン	遊んでいた女子児童らが、男に容姿を撮影されそうになったもの。	250
盗撮	2016/04/03(日) 午後1時30分	松戸市六高台三丁目	35.800005	139.98773	26～30歳	男	171～175cm	無	短髪（天然パーマ）、会社員風、ベージュ色のたすき掛けバック、カメラ所持	黒っぽい上着、黒っぽいズボン	遊んでいた女子児童が、男にカメラを向けられたもの。	250
暴行	2016/10/17(月) 午後4時0分	松戸市平賀	35.843286	139.93109	11～17歳	男	不明	無	中・高生風、黒縁眼鏡	フード、緑色レインコート	遊んでいた女子児童が、男に腕を掴まれたもの。	700
声かけ	2016/06/07(火) 午後3時25分	市川市曽谷二丁目	35.746136	139.937603	41～50歳	男	不明	自転車	細身	黒色短髪	帰宅途中の女子児童が、自転車に乗った男に声を掛けられたもの。	130
露出	2016/04/10(日) 午後4時44分	流山市大字鰭ケ崎	35.842059	139.909117	26～30歳	男	166～170cm	無	赤縁めがね使用	フード、緑色のウインドブレーカー様のもの、緑色のジャージ様のもの	遊んでいた女子児童らが、男に陰部を見せられたもの。	600
声かけ	2016/12/12(月) 午後2時0分	市川市曽谷一丁目	35.74475	139.933375	31～40歳	男	166～170cm	無	肥満、黒色 短髪、作業員風、自転車 酒（ワンカップ）	タオル、黒色ジャンパー、灰色スウェット、白色スニーカー	男が、児童に声を掛けたもの。犯人を確保し、指導警告しました	130
露出	2016/07/08(金) 午後3時50分	柏市東逆井一丁目	35.826563	139.981224	41～50歳	男	171～175cm	自転車	黒色短髪天然パーマ、鼻の下に髭が少々	緑色Ｔシャツ、黄土色長ズボン	帰宅途中の女子児童が、男に陰部を見せられたもの。	600
露出	2016/07/20(水) 午後1時50分	松戸市幸田二丁目	35.846474	139.924353	不明	不明	161～165cm	無	不明	緑色の長袖シャツ、緑色ズボン	遊んでた児童らが、男に陰部を見せられたもの。	600
露出	2016/07/21(木) 午後3時50分	柏市南柏中央	35.844067	139.953589	26～30歳	男	161～165cm	無	黒色短め、緑色のリュック、黒色に縦に青色のラインの入った折りたたみ傘	黒色Ｔシャツ、紺色Ｇパン	女子児童が、男に陰部を見せられたもの。犯人を確保し、指導警告しました	600
声かけ	2016/09/20(火) 午後3時24分	松戸市下矢切	35.753012	139.894911	31～40歳	男	不明	無	小太り（覚えていない）	ゴリラのお面	帰宅途中の女子児童が、お面を被った男に声を掛けられたもの。	130
露出	2016/07/20(水) 午後7時40分	柏市南柏中央	35.843906	139.954852	26～30歳	男	166～170cm	無	普通、黒髪、外国人風、色不明のショルダーバッグ	色不明の長ズボン	なし、不明、色不明の長ズボン、不明	600
つきまとい	2016/07/24(日) 午後2時0分	流山市南流山六丁目	35.840536	139.899221	31～40歳	男	166～170cm	無	黒色短髪、財布、携帯電話、たばこ等	黒色パーカー様のもの、黒色長袖シャツ、黒色ジーパン、茶色ブーツ	遊んでいた女子児童らが、男に追い掛けられたもの。犯人を確保し指導警告しました	280
声かけ	2016/08/17(水) 午後4時40分	柏市新柏一丁目	35.839262	139.966919	51～60歳	男	161～165cm	無	細身、後ろ髪が白色の短め、リュックサックを背負っていた	帽子、灰色の無地のＴシャツ、灰色の長ズボン	移動中の女子児童が、男に声を掛けられたもの。	130
声かけ	2016/01/29(金) 午前5時30分	流山市江戸川台東三丁目	35.846642	139.918436	51～60歳	男	不明	普通乗用	小太り、ハゲ頭	不明	帰宅途中の男子児童が、男に声を掛けられたもの。	130
露出	2016/06/04(土) 午後4時15分	市川市曽谷一丁目	35.7426	139.933429	31～40歳	男	166～170cm	無	細身、黒髪、会社員風、四角い眼鏡	野球帽（暗い色）、白色半袖Ｔシャツ、黒っぽいジーパン	帰宅途中の女子中学生が、男に陰部を見せられたもの。	600
